ans,ans_idx,sentence,true
达达辛巴达（广州）科技有限公司->辛巴达,"[{""name"": ""达达辛巴达（广州）科技有限公司"", ""alias"": ""辛巴达"", ""name_idx"": [37, 51], ""alias_idx"": [58, 60]}]",投资界（ID：pedaily2012）7月26日消息，服装柔性供应链服务商达达辛巴达（广州）科技有限公司（以下简称：辛巴达）已完成来自襄禾资本的Pre-A轮融资,1
广州瑞派医疗有限责任公司->瑞派医疗,"[{""name"": ""广州瑞派医疗有限责任公司"", ""alias"": ""瑞派医疗"", ""name_idx"": [31, 42], ""alias_idx"": [49, 52]}]",投资界（ID：pedaily2012）10月14日消息，近日，广州瑞派医疗有限责任公司（以下简称：瑞派医疗）宣布完成数亿元B轮融资，由知名投资机构领投，国方资本、香塘资本等跟投，原股东斯道资本、元禾原点、同创伟业继续加持，点石资本担任独家财务顾问,1
,[],3月8日消息，《电商报》获悉，天猫国际今日（3月8日）发布天猫国际商品质量规范行业相关资质公告（以下简称公告）,1
厦门云天半导体科技有限公司->云天半导体,"[{""name"": ""厦门云天半导体科技有限公司"", ""alias"": ""云天半导体"", ""name_idx"": [27, 39], ""alias_idx"": [46, 50]}]",投资界（ID：pedaily2012）12月6日消息，厦门云天半导体科技有限公司（以下简称：云天半导体）完成逾数亿元B轮融资，投资方包括中电中金（中金资本旗下基金）、金浦新潮基金、德联资本、厦门创投、泰达科投、银杏谷资本等专业投资机构,1
渡边株式会社->渡边社,"[{""name"": ""渡边株式会社"", ""alias"": ""渡边社"", ""name_idx"": [5, 10], ""alias_idx"": [23, 25]}]",公告显示，渡边株式会社（东京都大田区，以下简称渡边社）以及渡边集团的海外事业统括公司WATAMI INTERNATIONAL CO.LTD（香港）决定撤离在中国本土开设的所有“和民”店,1
首届环球消费电子（广州）博览会->GCE,"[{""name"": ""首届环球消费电子（广州）博览会"", ""alias"": ""GCE"", ""name_idx"": [3, 17], ""alias_idx"": [22, 24]}]",据悉，首届环球消费电子（广州）博览会（简称“GCE”）由广州市电子视听产业联合会主办，环球资源会展（上海）有限公司承办，中国电子视像行业协会指导，广州市人民政府支持,1
,[],证券代码：600859 证券简称：王府井 编号：临 2020－001,1
,[],? 增持计划的规模、价格前提、期限：北京首都旅游集团有限责任公司（以下简称“首旅集团”）拟在未来 6 个月内通过上海证券交易所交易系统增持王府井集团股份有限公司（以下简称“本公司”或“公司”）股份，增持数量不低于公司已发行股份的 0.5%，不超过公司已发行股份的 2%,1
,[],在本报告书中，除非文义载明，以下简称具有如下含义：,1
,[],股票简称 曲美家居 股票代码 603818,1
孩子王儿童用品股份公司->孩子王,"[{""name"": ""孩子王儿童用品股份公司"", ""alias"": ""孩子王"", ""name_idx"": [0, 10], ""alias_idx"": [17, 19]}]",孩子王儿童用品股份公司（以下简称：孩子王）今日正式在深圳证券交易所创业板挂牌上市，股票代码为301078,1
赛多利斯人工智能实验室->SAIL,"[{""name"": ""赛多利斯人工智能实验室"", ""alias"": ""SAIL"", ""name_idx"": [41, 51], ""alias_idx"": [55, 58]}]",⑦德国人工智能研究中心19日发布公报说，该中心与德国生物医药企业赛多利斯合作启动“赛多利斯人工智能实验室（简称SAIL）”，共同探索人工智能技术在生物医药领域的应用,1
广东欧谱曼迪科技有限公司OptoMedic->欧谱曼迪,"[{""name"": ""广东欧谱曼迪科技有限公司OptoMedic"", ""alias"": ""欧谱曼迪"", ""name_idx"": [3, 23], ""alias_idx"": [30, 33]}]",近日，广东欧谱曼迪科技有限公司OptoMedic（以下简称“欧谱曼迪”）完成数亿元人民币D轮融资，由春华资本领投,1
武汉红星美凯龙环球家居广场发展有限公司->武汉汉阳,"[{""name"": ""武汉红星美凯龙环球家居广场发展有限公司"", ""alias"": ""武汉汉阳"", ""name_idx"": [47, 65], ""alias_idx"": [72, 75]}]",本次债券融资计划的募集对象为北金所合格投资者，主承销商为招商银行股份有限公司；红星美凯龙子公司武汉红星美凯龙环球家居广场发展有限公司（以下简称“武汉汉阳”）以名下“武汉红星美凯龙环球家居广场”（武汉汉阳区龙阳大道125号）的-1至7层1号的房地产抵押担保；红星美凯龙以其持有武汉汉阳的100%股权提供质押担保,1
信金投资控股有限公司->信金控股,"[{""name"": ""信金投资控股有限公司"", ""alias"": ""信金控股"", ""name_idx"": [78, 87], ""alias_idx"": [93, 96]}]",垂直于中日跨境电商市场的豌豆公主在近期宣布了一笔来自SBI控股株式会社、日本知名大型药妆连锁店Sugi Holdings株式会社、中信集团旗下的跨境投资平台信金投资控股有限公司（以下简称信金控股）的53亿日元（约3.4亿元人民币）的新一轮融资,1
SugiHoldings的子公司株式会社SUGI杉药局->SUGI杉药局,"[{""name"": ""Sugi Holdings的子公司株式会社SUGI杉药局"", ""alias"": ""SUGI杉药局"", ""name_idx"": [7, 34], ""alias_idx"": [38, 44]}]",此次豌豆公主与Sugi Holdings的子公司株式会社SUGI杉药局（简称SUGI杉药局），达成了多项业务合作,1
哔哩哔哩->B站,"[{""name"": ""哔哩哔哩"", ""alias"": ""B站"", ""name_idx"": [0, 3], ""alias_idx"": [30, 31]}]",哔哩哔哩（NASDAQ:BILI，HKEX:9626；简称“B站”）今日发布财报,1
《环境、社会及管治报告》->ESG报告,"[{""name"": ""《环境、社会及管治报告》"", ""alias"": ""ESG报告"", ""name_idx"": [16, 27], ""alias_idx"": [32, 36]}]",7月28日，B站发布了2020年《环境、社会及管治报告》（简称“ESG报告”），并宣布成立“环境、社会及管治委员会”，由李旎担任主席,1
华岩资本(ChinaRockCapitalManagement->CRCM,"[{""name"": ""华岩资本(ChinaRock Capital Management"", ""alias"": ""CRCM"", ""name_idx"": [12, 44], ""alias_idx"": [49, 52]}]","亿邦动力获悉，本轮投资方华岩资本(ChinaRock Capital Management,简称“CRCM”) 是一家美国证券交易委员会(SEC) 以及香港证监会(SFC) 在册的投资管理公司",1
北京玮航科技有限公司->玮航科技,"[{""name"": ""北京玮航科技有限公司"", ""alias"": ""玮航科技"", ""name_idx"": [27, 36], ""alias_idx"": [43, 46]}]",投资界（ID：pedaily2012）11月8日消息，北京玮航科技有限公司（以下简称“玮航科技”）近日宣布完成数千万元人民币的天使轮融资，本轮融资由顺为资本领投，变量资本、南京玮众科技有限公司跟投,1
中国飞鹤有限公司->飞鹤乳业,"[{""name"": ""中国飞鹤有限公司"", ""alias"": ""飞鹤乳业"", ""name_idx"": [31, 38], ""alias_idx"": [45, 48]}]",【亿邦动力讯】10月14日，亿邦动力获悉，婴幼儿配方奶粉生产商中国飞鹤有限公司(下文简称“飞鹤乳业”)通过了港交所主板IPO上市聆讯，可能通过首次公开募股筹集资金10亿美元,1
F5未来商店->F5,"[{""name"": ""F5未来商店"", ""alias"": ""F5"", ""name_idx"": [0, 5], ""alias_idx"": [11, 12]}]",F5未来商店（以下简称F5）2014年成立，是相对比较早进入行业的公司，其模式是将互联网与传统便利店相结合，以24小时智能化机械手臂代替传统便利店的人工售货员，用户利用微信、支付宝、现场终端等方式选购商品并支付购买，全程自助完成,1
,[],除了《城市一刻钟便民生活圈建设指南》之外，在2019年8月27日，国务院办公厅就印发了《关于加快发展流通促进商业消费的意见》（以下简称《意见》）,1
杭州爱斯基摩人家居用品有限公司->爱斯基摩人,"[{""name"": ""杭州爱斯基摩人家居用品有限公司"", ""alias"": ""爱斯基摩人"", ""name_idx"": [15, 29], ""alias_idx"": [36, 40]}]",【亿邦动力讯】4月27日消息，杭州爱斯基摩人家居用品有限公司（以下简称“爱斯基摩人”）IPO上市启动会暨股权激励签约仪式在杭州举行，杭州综试办、商务局等部门领导，东方证券、中伦律师事务所、天健会计师事务所、君和咨询及亿邦动力网相关负责人出席启动会,1
,[],8月14日晚间，一则“内蒙古伊利实业集团股份有限公司（以下简称‘伊利’）欲以15亿元入主中国辉山乳业控股有限公司（以下简称‘辉山乳业’）”的消息震惊了乳业圈,1
《滴滴网约车文明乘车指南》征求意见稿->征求意见稿,"[{""name"": ""《滴滴网约车文明乘车指南》征求意见稿"", ""alias"": ""征求意见稿"", ""name_idx"": [19, 36], ""alias_idx"": [43, 47]}]",8月15日消息，滴滴出行今日对外公示了《滴滴网约车文明乘车指南》征求意见稿(以下简称“征求意见稿”)，向公众征求意见与建议，呼吁网约车行业的文明出行,1
苏州锐明新药研发有限公司->锐明新药,"[{""name"": ""苏州锐明新药研发有限公司"", ""alias"": ""锐明新药"", ""name_idx"": [43, 54], ""alias_idx"": [61, 64]}]","投资界（ID：pedaily2012）6月15日消息，国内治疗性小分子眼科新药研发平台苏州锐明新药研发有限公司（以下简称“锐明新药”）,宣布完成由惠每资本领投，老股东泰煜投资和盛鼎医药投资继续追加投资的近亿元A+轮融资",1
高性能低价格->高质低价,"[{""name"": ""高性能低价格"", ""alias"": ""高质低价"", ""name_idx"": [11, 16], ""alias_idx"": [20, 23]}]",小米1和小米2时代，是高性能低价格（简称高质低价）的代名词，那个年代大部分类似智能手机都卖到3000以上，而小米只卖1999，一个物超所值的产品，有需求的人谁会不抢呢？,1
湖南可孚医疗科技发展有限公司->可孚医疗,"[{""name"": ""湖南可孚医疗科技发展有限公司"", ""alias"": ""可孚医疗"", ""name_idx"": [0, 13], ""alias_idx"": [19, 22]}]",湖南可孚医疗科技发展有限公司（以下简称可孚医疗）已于今年7月完成了新一轮工商变更,1
,[],证券代码：600998 证券简称：九州通 公告编号：临2020-095,1
转债代码：110034转债->九州转,"[{""name"": ""转债代码：110034 转债"", ""alias"": ""九州转"", ""name_idx"": [0, 13], ""alias_idx"": [17, 19]}]",转债代码：110034 转债简称：九州转债,1
九州通医药集团股份有限公司->公司,"[{""name"": ""九州通医药集团股份有限公司"", ""alias"": ""公司"", ""name_idx"": [16, 28], ""alias_idx"": [35, 36]}]",? 回购注销原因：依据相关规定，九州通医药集团股份有限公司（以下简称“公司”）2014 年首次授予的 1604 名激励对象中的 8 名激励对象及 2017 年授予的2628名激励对象中的 442名激励对象因离职、考核未合格等原因已不符合激励条件，公司需对该部分激励对象已获授但尚未解锁的限制性股票合计385.4205万股进行回购注销,1
贝塔斯曼音乐集团->BMG,"[{""name"": ""贝塔斯曼音乐集团"", ""alias"": ""BMG"", ""name_idx"": [16, 23], ""alias_idx"": [29, 31]}]",9月14日，网易云音乐刚刚宣布与贝塔斯曼音乐集团（以下简称BMG）达成战略合作，双方将在音乐版权、音乐IP深度开发、音乐演出、在线K歌等音乐上下游领域开展深层次、多样化的合作,1
福建德尔科技有限公司->德尔科技,"[{""name"": ""福建德尔科技有限公司"", ""alias"": ""德尔科技"", ""name_idx"": [30, 39], ""alias_idx"": [46, 49]}]",投资界（ID：pedaily2012）8月13日消息，近日，福建德尔科技有限公司（以下简称“德尔科技”）完成11.8亿元Ａ轮融资，此次融资资金将用于公司扩大产能、新品开发、新项目推进和人才建设等,1
,[],证券代码：603883 证券简称：老百姓 公告编号：2020-059,1
老百姓大药房连锁股份有限公司->公司,"[{""name"": ""老百姓大药房连锁股份有限公司"", ""alias"": ""公司"", ""name_idx"": [9, 22], ""alias_idx"": [29, 30]}]","● 回购注销原因：老百姓大药房连锁股份有限公司（以下简称“公司”）2019 年限制性股票激励计划激励对象中余勇等 3 人因个人原因已离职，已不符合公司本激励计划中有关激励对象的规定，公司将取消上述激励对象资格并回购注销其已获授但尚未解除限售的部分限制性股票合计 48,941股",1
上海龙邦速运有限公司->龙邦,"[{""name"": ""上海龙邦速运有限公司"", ""alias"": ""龙邦"", ""name_idx"": [24, 33], ""alias_idx"": [38, 39]}]",极兔之所以可以如此动作迅速，一方面是其在国内借壳上海龙邦速运有限公司(简称“龙邦”)拿到全国牌照，另一方面也和OPPO在线下的长期积累有关——从创始人到员工，极兔和OPPO关系密切,1
平安健康医疗科技有限公司->平安好医生,"[{""name"": ""平安健康医疗科技有限公司"", ""alias"": ""平安好医生"", ""name_idx"": [3, 14], ""alias_idx"": [21, 25]}]",日前，平安健康医疗科技有限公司（股票简称“平安好医生”，1833.HK）联合全国知名肿瘤专家成立肿瘤专科中心，在平安健康APP为用户提供肿瘤相关线上问诊咨询、名医诊疗、挂号预约、术后随访、肿瘤科普等服务,1
Inditex->印地纺,"[{""name"": ""Inditex"", ""alias"": ""印地纺"", ""name_idx"": [24, 30], ""alias_idx"": [35, 37]}]",2020年6月，西班牙快时尚巨头ZARA的母公司Inditex（下简称印地纺）宣布将要在全球范围内关闭总计1200家实体店，包含ZARA门店在内,1
,[],首先注明，标题中的直播指达人直播（以下简称达播）,1
优趣汇控股有限公司->优趣汇,"[{""name"": ""优趣汇控股有限公司"", ""alias"": ""优趣汇"", ""name_idx"": [25, 33], ""alias_idx"": [40, 42]}]",3月22日消息，据IPO早知道消息，电商代运营公司优趣汇控股有限公司（以下简称“优趣汇”）于3月17日向港交所递交招股书，拟在香港主板挂牌上市，其独家保荐人是中金公司,1
国家绿色发展基金股份有限公司->国家绿色基金,"[{""name"": ""国家绿色发展基金股份有限公司"", ""alias"": ""国家绿色基金"", ""name_idx"": [64, 77], ""alias_idx"": [84, 89]}]",实际上，在此前，农业银行、交通银行、建设银行、工商银行、中国银行五大国有股份制商业银行均先后发布公告称，银保监会已批准其参与投资国家绿色发展基金股份有限公司（以下简称“国家绿色基金”）,1
,[],证券代码：603861 证券简称：白云电器 公告编号：临 2020-010,1
转债代码：113549转债->白电转,"[{""name"": ""转债代码：113549 转债"", ""alias"": ""白电转"", ""name_idx"": [0, 13], ""alias_idx"": [17, 19]}]",转债代码：113549 转债简称：白电转债,1
,[],"广州白云电器设备股份有限公司（以下简称“公司”）于 2020年 3月 5日收到股东深圳市平安创新资本投资有限公司（以下简称“平安创新”或“信息披露义务人”）的通知，平安创新于 2020年 2 月 11日至 2020年 3月 4 日期间，通过二级市场集中竞价合计减持公司股份 4,517,400股，约占公司总股本的 1%",1
长江和记实业有限公司->长江和记,"[{""name"": ""长江和记实业有限公司"", ""alias"": ""长江和记"", ""name_idx"": [11, 20], ""alias_idx"": [27, 30]}]",8月5日，屈臣氏母公司长江和记实业有限公司（以下简称“长江和记”）公布2021年上半年业绩,1
前海梧桐（深圳）数据有限公司->梧桐数据,"[{""name"": ""前海梧桐（深圳）数据有限公司"", ""alias"": ""梧桐数据"", ""name_idx"": [4, 17], ""alias_idx"": [24, 27]}]",⑥近日，前海梧桐（深圳）数据有限公司（以下简称「梧桐数据」）宣布完成千万元级 Pre-A 轮融资，由珂玺资本与产业投资人联合出资,1
2019世界创新者年会->WIM2019,"[{""name"": ""2019世界创新者年会"", ""alias"": ""WIM2019"", ""name_idx"": [59, 69], ""alias_idx"": [101, 107]}]","2019年12月6日-8日，由中国企业联合会指导，亿欧·EqualOcean、工业和信息化科技成果转化联盟联合主办的“2019世界创新者年会（World Innovators Meet 2019, 简称WIM2019）”在中国的首都北京顺利举办",1
苏州捷研芯电子科技有限公司->捷研芯,"[{""name"": ""苏州捷研芯电子科技有限公司"", ""alias"": ""捷研芯"", ""name_idx"": [9, 21], ""alias_idx"": [28, 30]}]",集微网消息，近日，苏州捷研芯电子科技有限公司（以下简称“捷研芯”）完成近5000万元的A轮融资，由盈富泰克领投，乾融资本、原股东跟投,1
,[],5月7日消息，淘宝网5月6日发布《淘宝网开店与退出实施细则》及店铺相关规则变更公示通知（以下简称公告）,1
北京得特创新科技有限公司->得特创新,"[{""name"": ""北京得特创新科技有限公司"", ""alias"": ""得特创新"", ""name_idx"": [12, 23], ""alias_idx"": [29, 32]}]",④据原锤子内部员工透露，北京得特创新科技有限公司（以下简称得特创新）就是字节跳动旗下做智能硬件业务的公司，字节跳动的智能手机就是此公司在负责,1
NewWaveMMXVLimited->NewWave,"[{""name"": ""New Wave MMXV Limited"", ""alias"": ""New Wave"", ""name_idx"": [27, 47], ""alias_idx"": [53, 60]}]",首家赴美上市的中国互联网公司新浪，在7月6号宣布收到由New Wave MMXV Limited（以下简称New Wave）发出的私有化要约,1
NewWave尚不持有的公司全部发行在外的普通股->私有化要约,"[{""name"": ""New Wave尚不持有的公司全部发行在外的普通股"", ""alias"": ""私有化要约"", ""name_idx"": [19, 43], ""alias_idx"": [50, 54]}]",该要约提议以每股41美元现金的价格收购New Wave尚不持有的公司全部发行在外的普通股（以下简称“私有化要约”）,1
,[],集微网消息，近日，《成都市加快集成电路产业高质量发展的若干政策（征求意见稿）》印发（以下简称《若干政策》）,1
广东合通建业科技股份有限公司->合通科技,"[{""name"": ""广东合通建业科技股份有限公司"", ""alias"": ""合通科技"", ""name_idx"": [10, 23], ""alias_idx"": [30, 33]}]",而作为19万分之一，广东合通建业科技股份有限公司（以下简称“合通科技”）的服务型制造发展思路极具样本价值,1
Hala哈啦->Hala,"[{""name"": ""Hala哈啦"", ""alias"": ""Hala"", ""name_idx"": [11, 16], ""alias_idx"": [23, 26]}]",近日，兴趣营养品品牌“Hala哈啦”（以下简称Hala）完成了2000万元种子轮融资，由金沙江创投、KIP中国基金联合领投，险峰长青跟投,1
,[],2020年4月，移动互联网大数据监测平台Trustdata发布了《2020年Q1中国移动互联网行业发展分析报告》（以下简称为《报告》）,1
阿里巴巴集团客户体验事业群->CCO,"[{""name"": ""阿里巴巴集团客户体验事业群"", ""alias"": ""CCO"", ""name_idx"": [4, 16], ""alias_idx"": [22, 24]}]",”茜溪是阿里巴巴集团客户体验事业群（以下简称CCO）体验中台业务的运营专家，也是CCO星巴克项目的对接人,1
,[],（一）2021年底前，中央财政安排不少于30亿元，支持1300家左右专精特新“小巨人”企业（简称“小巨人”企业）高质量发展，为其提供“点对点”服务，同时引导地方财政加大对“专精特新”中小企业支持力度,1
CustomerDataPlatform->CDP,"[{""name"": ""Customer Data Platform"", ""alias"": ""CDP"", ""name_idx"": [24, 45], ""alias_idx"": [50, 52]}]",但真正能为企业构建流量池的，则是“客户数据中台（Customer Data Platform，后简称CDP）”,1
,[],证券代码： 603816 证券简称： 顾家家居 公告编号：2020-084,1
,[],债券代码：113518 债券简称：顾家转债,1
,[],转股代码：191518 转股简称：顾家转股,1
,[],顾家家居股份有限公司（以下简称“顾家家居”或“公司”）于 2020 年 8月 12日收到公司控股股东顾家集团有限公司（以下简称“顾家集团”）及其一致行动人 TB Home Limited（以下简称“TB Home”）的《顾家家居股份有限公司简式权益变动报告书》，具体情况如下：,1
,[],"顾家集团 2020年非公开发行可交换公司债券（第一期）（以下简称“本期可交换债券”）自 2020 年 7 月 24 日进入换股期至 2020 年 8 月 11 日期间，本期可交换债券持有人累计共换股 19,847,449 股，占公司总股本的 3.29%",1
腾讯音乐娱乐集团->腾讯音乐,"[{""name"": ""腾讯音乐娱乐集团"", ""alias"": ""腾讯音乐"", ""name_idx"": [6, 13], ""alias_idx"": [20, 23]}]",3月23日，腾讯音乐娱乐集团（以下简称“腾讯音乐”）对外披露了2020年全年及第四季度业绩,1
,[],A 股代码 600295 A 股简称 鄂尔多斯 编号：临2020-003,1
,[],B 股代码 900936 B 股简称 鄂资B股,1
,[],债券代码 143252 债券简称 17鄂资01,1
,[],● 公司控股股东内蒙古鄂尔多斯羊绒集团有限责任公司（以下简称“集团公司”）其一致行动人鄂尔多斯资产管理（香港）有限公司(以下简称“香港公司”),1
,[],证券代码：600398 证券简称：海澜之家 编号：2019—045,1
,[],债券代码：110045 债券简称：海澜转债,1
,[],? 海澜之家股份有限公司（以下简称“公司”）公开发行可转换公司债券募集资金投资项目“产业链信息化升级项目”的实施主体将由公司全资子公司海澜之家品牌管理有限公司（以下简称“品牌管理公司”）变更为品牌管理公司的全资子公司江阴通恒信息科技有限公司（以下简称“通恒科技”），并以增资的方式实施上述募集资金投资项目（以下简称“募投项目”），其他内容保持不变,1
武汉瀚海新酶生物科技有限公司->瀚海新酶,"[{""name"": ""武汉瀚海新酶生物科技有限公司"", ""alias"": ""瀚海新酶"", ""name_idx"": [44, 57], ""alias_idx"": [64, 67]}]",投资界（ID：pedaily2012）11月5日消息，日前，生物医药特种酶产业化公司——武汉瀚海新酶生物科技有限公司（以下简称：瀚海新酶）宣布完成了近8亿元人民币C轮融资,1
,[],证券代码： 603816 证券简称： 顾家家居 公告编号：2020-076,1
,[],债券代码：113518 债券简称：顾家转债,1
,[],转股代码：191518 转股简称：顾家转股,1
达芙妮国际控股有限公司->达芙妮,"[{""name"": ""达芙妮国际控股有限公司"", ""alias"": ""达芙妮"", ""name_idx"": [18, 28], ""alias_idx"": [35, 37]}]",【亿邦动力讯】8月28日消息，昨日，达芙妮国际控股有限公司（以下简称“达芙妮”）发布截至2019年6月30日止六个月的中期业绩公告称，报告期内实现营业额14.03亿港元，同比减少37.9%；毛利6.51亿港元，同比减少39.7%,1
,[],10月15日，第一财经商业数据中心（CBNData）联合时尚芭莎共同发布《2021中国美颜消费趋势白皮书》（以下简称《白皮书》）,1
中国汇源果汁集团有限公司->汇源果汁,"[{""name"": ""中国汇源果汁集团有限公司"", ""alias"": ""汇源果汁"", ""name_idx"": [22, 33], ""alias_idx"": [40, 43]}]",2021年1月18日，香港联交所发布通告称，中国汇源果汁集团有限公司（以下简称“汇源果汁”）退市,1
GreenCommon绿客门->绿客门,"[{""name"": ""Green Common绿客门"", ""alias"": ""绿客门"", ""name_idx"": [22, 36], ""alias_idx"": [42, 44]}]",近日，「财经女记者部落」注意到香港植物基品牌Green Common绿客门（后简称“绿客门”）在上海开设一家门店,1
手淘核心业务区块->六宫格,"[{""name"": ""手淘核心业务区块"", ""alias"": ""六宫格"", ""name_idx"": [22, 29], ""alias_idx"": [34, 36]}]",聚划算享受了“特殊待遇”，几乎占据首页一屏的手淘核心业务区块（简称“六宫格”），近一半来自聚划算：包括聚划算抢券、品牌折扣、淘抢购、天天特卖,1
瑞幸咖啡->瑞幸,"[{""name"": ""瑞幸咖啡"", ""alias"": ""瑞幸"", ""name_idx"": [6, 9], ""alias_idx"": [15, 16]}]",2019年的瑞幸咖啡(以下简称瑞幸)可谓扬眉吐气,1
广州腾羿服饰有限公司->广州腾羿,"[{""name"": ""广州腾羿服饰有限公司"", ""alias"": ""广州腾羿"", ""name_idx"": [21, 30], ""alias_idx"": [37, 40]}]",10月20日，日播时尚宣布，公司控股子公司广州腾羿服饰有限公司（以下简称“广州腾羿”）已于近日收到法院《民事裁定书》和《指定管理人决定书》，裁定受理对广州腾羿的破产清算申请，并指定了破产管理人,1
太仓夏微仓储有限公司->太仓夏微,"[{""name"": ""太仓夏微仓储有限公司"", ""alias"": ""太仓夏微"", ""name_idx"": [25, 34], ""alias_idx"": [40, 43]}]",10月9日，女装品牌拉夏贝尔发布公告称，出售子公司太仓夏微仓储有限公司（以下简称太仓夏微）100%股权一事因抵押、质押手续仍未解除导致未完成交易,1
,[],第一步，准备推广链接（比如独立站的链接，亚马逊的店铺链接等等）、然后是品牌主页、推广链接后台截图、营业执照、商务管理平台（简称BM）的business_id,1
,[],在本报告书中，除非文义载明，以下简称具有如下含义：,1
,[],股票简称 曲美家居 股票代码 603818,1
武汉中百便利店有限公司->中百罗森,"[{""name"": ""武汉中百便利店有限公司"", ""alias"": ""中百罗森"", ""name_idx"": [15, 25], ""alias_idx"": [32, 35]}]",华中地区便利店行业的领军者——武汉中百便利店有限公司（以下简称“中百罗森”）日前完成数千万元B轮融资，本轮融资由易凯未来产业基金领投,1
日本国株式会社罗森->日本罗森,"[{""name"": ""日本国株式会社罗森"", ""alias"": ""日本罗森"", ""name_idx"": [10, 18], ""alias_idx"": [25, 28]}]",中百罗森是中百集团与日本国株式会社罗森(以下简称“日本罗森”)，联手打造的便利店品牌,1
,[],债券名称珠海华发实业股份有限公司2021年度第二期超短期融资券，债券简称21华发实业SCP002，债券代码012105292，簿记管理人兼主承销商为华夏银行股份有限公司,1
云网万店科技有限公司->云网万店,"[{""name"": ""云网万店科技有限公司"", ""alias"": ""云网万店"", ""name_idx"": [10, 19], ""alias_idx"": [26, 29]}]",②苏宁易购宣布，旗下云网万店科技有限公司(以下简称“云网万店”)完成A轮融资，深创投领投，融资金额60亿元人民币,1
红星美凯龙家居集团股份有限公司->红星美凯龙,"[{""name"": ""红星美凯龙家居集团股份有限公司"", ""alias"": ""红星美凯龙"", ""name_idx"": [26, 40], ""alias_idx"": [45, 49]}]",在经历了数年的快速扩张之后，2019年，家居卖场龙头红星美凯龙家居集团股份有限公司(简称“红星美凯龙”，01528.HK，601828.SH)的日子并不好过,1
抗击新型冠状病毒感染肺炎疫情综合保障基金->战疫基,"[{""name"": ""抗击新型冠状病毒感染肺炎疫情综合保障基金"", ""alias"": ""战疫基"", ""name_idx"": [40, 59], ""alias_idx"": [66, 68]}]",投资界（微信ID：pedaily2012）2月10日消息，腾讯宣布设立15亿元“抗击新型冠状病毒感染肺炎疫情综合保障基金”（以下简称战疫基金）,1
《上市公司收购管理办法》->《证券法》,"[{""name"": ""《上市公司收购管理办法》"", ""alias"": ""《证券法》"", ""name_idx"": [12, 23], ""alias_idx"": [4, 8]}]",下简称“《证券法》”）、《上市公司收购管理办法》（以下简称“《收购办法》,1
桃李面包股份有限公司->桃李面包,"[{""name"": ""桃李面包股份有限公司"", ""alias"": ""桃李面包"", ""name_idx"": [16, 25], ""alias_idx"": [32, 35]}]",及一致行动人以及视为一致行动人在桃李面包股份有限公司（以下简称“桃李面包”或,1
,[],除非另有说明，以下简称在本报告书中作如下释义：,1
,[],股票简称 桃李面包 股票代码 603866,1
苏州诺普再生医学有限公司->诺普再生医学,"[{""name"": ""苏州诺普再生医学有限公司"", ""alias"": ""诺普再生医学"", ""name_idx"": [41, 52], ""alias_idx"": [58, 63]}]",投资界（ID：pedaily2012）6月8日消息，近日，国内生物3D打印领军企业苏州诺普再生医学有限公司（下简称“诺普再生医学”）完成数千万元A轮融资,1
百度旗下智能生活事业群组业务->小度科技,"[{""name"": ""百度旗下智能生活事业群组业务"", ""alias"": ""小度科技"", ""name_idx"": [6, 19], ""alias_idx"": [26, 29]}]",9月30日，百度旗下智能生活事业群组业务（以下简称“小度科技”）完成独立融资，最新估值约200亿元,1
广东福维德焊接股份有限公司->福维德,"[{""name"": ""广东福维德焊接股份有限公司"", ""alias"": ""福维德"", ""name_idx"": [42, 54], ""alias_idx"": [61, 63]}]",投资界（微信ID：pedaily2012）12月28日消息，近日，高端焊接设备研发商广东福维德焊接股份有限公司（以下简称：福维德）已完成5000万元B轮融资，由丰年资本领投，花城创投及老股东跟投,1
,[],证券代码：603777 证券简称：来伊份 公告编号：2019-058,1
,[],"1.截至本公告披露日，上海爱屋企业管理有限公司（以下简称“爱屋企管”）持有上海来伊份股份有限公司（以下简称“来伊份”、“公司”）197,065,542 股，占公司总股本的 57.8848%",1
,[],"一致行动人施辉先生持有公司股份 10,773,000 股，占公司总股本的 3.1644%；一致行动人上海海永德于管理咨询合伙企业（有限合伙）【玛纳斯县海锐德投资咨询有限合伙企业于 2019 年 10 月 14 日更名为上海海永德于管理咨询合伙企业（有限合伙）】（以下简称“海永德于”）持有公司股份8,555,400 股，占公司总股本的 2.5130%；一致行动人上海德永润域管理咨询合伙企业（有限合伙）【玛纳斯县德域投资咨询有限合伙企业于 2019 年 10 月 14 日更名为上海德永润域管理咨询合伙企业（有限合伙）】（以下简称“德永润域”）持有公司股份 2,784,600 股，占公司总股本的 0.8179%",1
帕西尼感知科技（深圳）有限公司->帕西尼感知,"[{""name"": ""帕西尼感知科技（深圳）有限公司"", ""alias"": ""帕西尼感知"", ""name_idx"": [9, 23], ""alias_idx"": [30, 34]}]",集微网消息，近日，帕西尼感知科技（深圳）有限公司（以下简称：帕西尼感知）完成数百万元天使轮融资，由奇绩创坛独家投资,1
中欧商业评论->CBR,"[{""name"": ""中欧商业评论"", ""alias"": ""CBR"", ""name_idx"": [0, 5], ""alias_idx"": [11, 13]}]",中欧商业评论（以下简称CBR）：你既是一个内容的创作者，也是一个平台战略制定者，这样的双重视角对你在制定战略时带来怎样的影响？,1
,[],证券代码：603866 证券简称：桃李面包 公告编号：2019-019,1
